timestamp,epoch,step,total_steps,batch,total_batches,learning_rate,avg_loss,rank_correlation,examples,time_ms,total_time_s
2024-12-14 06:53:42,0,71,21977,719,219770,7.1e-05,7.142,0.440,1920,1287.788,126.15
2024-12-14 06:53:43,0,72,21977,729,219770,7.2e-05,6.937,-0.198,1920,1258.496,127.41
2024-12-14 06:53:44,0,73,21977,739,219770,7.3e-05,6.860,0.645,1920,1266.492,128.67
2024-12-14 06:53:45,0,74,21977,749,219770,7.4e-05,6.979,1.280,1920,1268.241,129.94
2024-12-14 06:53:47,0,75,21977,759,219770,7.5e-05,7.303,-0.341,1920,1256.899,131.2
2024-12-14 06:53:48,0,76,21977,769,219770,7.6e-05,7.023,-0.276,1920,1804.334,133.0
2024-12-14 06:53:50,0,77,21977,779,219770,7.7e-05,7.188,-0.579,1920,1247.991,134.25
2024-12-14 06:53:51,0,78,21977,789,219770,7.8e-05,7.191,1.556,1920,1287.203,135.54
2024-12-14 06:53:52,0,79,21977,799,219770,7.9e-05,7.053,1.006,1920,1259.567,136.8
2024-12-14 06:53:54,0,80,21977,809,219770,8e-05,7.231,0.417,1920,1378.363,138.18
2024-12-14 06:53:55,0,81,21977,819,219770,8.1e-05,7.045,0.646,1920,1342.974,139.52
2024-12-14 06:53:56,0,82,21977,829,219770,8.2e-05,7.001,-0.511,1920,1279.938,140.8
2024-12-14 06:53:59,0,83,21977,839,219770,8.3e-05,7.131,-0.191,1920,2736.924,143.54
2024-12-14 06:54:00,0,84,21977,849,219770,8.4e-05,6.892,-0.768,1920,1276.179,144.81
2024-12-14 06:54:02,0,85,21977,859,219770,8.5e-05,7.182,0.368,1920,1260.581,146.07
2024-12-14 06:54:03,0,86,21977,869,219770,8.6e-05,7.075,-0.425,1920,1276.965,147.35
2024-12-14 06:54:04,0,87,21977,879,219770,8.7e-05,7.017,-1.245,1920,1287.829,148.64
2024-12-14 06:54:05,0,88,21977,889,219770,8.8e-05,7.316,0.107,1920,1284.917,149.92
2024-12-14 06:54:07,0,89,21977,899,219770,8.9e-05,7.051,0.422,1920,1273.271,151.2
2024-12-14 06:54:08,0,90,21977,909,219770,9e-05,7.202,0.677,1920,1338.059,152.53
2024-12-14 06:54:09,0,91,21977,919,219770,9.1e-05,7.075,0.274,1920,1253.566,153.79
2024-12-14 06:54:11,0,92,21977,929,219770,9.2e-05,7.192,0.219,1920,1267.317,155.05
2024-12-14 06:54:12,0,93,21977,939,219770,9.3e-05,7.304,-0.287,1920,1266.566,156.32
2024-12-14 06:54:13,0,94,21977,949,219770,9.4e-05,6.967,-0.002,1920,1259.415,157.58
2024-12-14 06:54:14,0,95,21977,959,219770,9.5e-05,6.969,-0.214,1920,1267.936,158.85
2024-12-14 06:54:16,0,96,21977,969,219770,9.6e-05,7.274,0.162,1920,1292.260,160.14
2024-12-14 06:54:17,0,97,21977,979,219770,9.7e-05,7.002,-0.506,1920,1277.526,161.42
2024-12-14 06:54:18,0,98,21977,989,219770,9.8e-05,7.066,-1.632,1920,1272.917,162.69
2024-12-14 06:54:19,0,99,21977,999,219770,9.9e-05,7.294,0.282,1920,1294.895,163.99
2024-12-14 06:54:21,0,100,21977,1009,219770,0.0001,7.106,0.646,1920,1859.418,165.85
2024-12-14 06:54:23,0,101,21977,1019,219770,0.000101,7.016,0.333,1920,1306.805,167.15
2024-12-14 06:54:24,0,102,21977,1029,219770,0.000102,6.957,0.112,1920,1284.948,168.44
2024-12-14 06:54:25,0,103,21977,1039,219770,0.000103,6.987,0.014,1920,1280.270,169.72
2024-12-14 06:54:26,0,104,21977,1049,219770,0.000104,7.036,-0.388,1920,1263.725,170.98
2024-12-14 06:54:28,0,105,21977,1059,219770,0.000105,6.940,-0.333,1920,1286.356,172.27
2024-12-14 06:54:29,0,106,21977,1069,219770,0.000106,6.853,0.524,1920,1262.415,173.53
2024-12-14 06:54:30,0,107,21977,1079,219770,0.000107,6.958,-1.363,1920,1332.691,174.86
2024-12-14 06:54:32,0,108,21977,1089,219770,0.000108,7.015,0.768,1920,1292.420,176.15
2024-12-14 06:54:33,0,109,21977,1099,219770,0.000109,7.163,0.444,1920,1284.972,177.44
2024-12-14 06:54:34,0,110,21977,1109,219770,0.00011,7.102,-0.979,1920,1355.191,178.79
2024-12-14 06:54:36,0,111,21977,1119,219770,0.000111,7.004,0.093,1920,1264.078,180.06
2024-12-14 06:54:37,0,112,21977,1129,219770,0.000112,6.811,-0.075,1920,1283.678,181.34
2024-12-14 06:54:38,0,113,21977,1139,219770,0.000113,7.077,0.761,1920,1277.865,182.62
2024-12-14 06:54:39,0,114,21977,1149,219770,0.000114,6.919,-0.087,1920,1271.092,183.89
2024-12-14 06:54:42,0,115,21977,1159,219770,0.000115,6.856,-0.227,1920,2453.536,186.35
2024-12-14 06:54:43,0,116,21977,1169,219770,0.000116,6.859,0.121,1920,1248.455,187.59
2024-12-14 06:54:44,0,117,21977,1179,219770,0.000117,6.779,0.162,1920,1259.847,188.85
2024-12-14 06:54:46,0,118,21977,1189,219770,0.000118,6.843,0.532,1920,1283.905,190.14
2024-12-14 06:54:47,0,119,21977,1199,219770,0.000119,6.993,-0.294,1920,1274.093,191.41
2024-12-14 06:54:48,0,120,21977,1209,219770,0.00012,6.906,0.006,1920,1348.995,192.76
2024-12-14 06:54:49,0,121,21977,1219,219770,0.000121,6.994,0.338,1920,1279.024,194.04
2024-12-14 06:54:51,0,122,21977,1229,219770,0.000122,7.075,-0.494,1920,1265.276,195.3
2024-12-14 06:54:52,0,123,21977,1239,219770,0.000123,6.750,0.279,1920,1251.620,196.56
2024-12-14 06:54:53,0,124,21977,1249,219770,0.000124,6.903,-0.156,1920,1286.375,197.84
2024-12-14 06:54:55,0,125,21977,1259,219770,0.000125,6.761,1.176,1920,1783.144,199.63
2024-12-14 06:54:56,0,126,21977,1269,219770,0.000126,6.857,-0.166,1920,1284.400,200.91
2024-12-14 06:54:58,0,127,21977,1279,219770,0.000127,6.878,-1.546,1920,1269.253,202.18
2024-12-14 06:54:59,0,128,21977,1289,219770,0.000128,7.173,-0.130,1920,1261.600,203.44
2024-12-14 06:55:00,0,129,21977,1299,219770,0.000129,6.815,-0.091,1920,1278.952,204.72
2024-12-14 06:55:02,0,130,21977,1309,219770,0.00013,6.847,-0.635,1920,1379.487,206.1
2024-12-14 06:55:03,0,131,21977,1319,219770,0.000131,6.838,0.508,1920,1275.900,207.38
2024-12-14 06:55:04,0,132,21977,1329,219770,0.000132,6.982,0.092,1920,1274.189,208.65
2024-12-14 06:55:05,0,133,21977,1339,219770,0.000133,6.779,0.492,1920,1263.056,209.91
2024-12-14 06:55:07,0,134,21977,1349,219770,0.000134,6.825,1.354,1920,1272.037,211.18
2024-12-14 06:55:08,0,135,21977,1359,219770,0.000135,6.821,-0.874,1920,1281.697,212.47
2024-12-14 06:55:09,0,136,21977,1369,219770,0.000136,6.670,-0.717,1920,1281.854,213.75
2024-12-14 06:55:10,0,137,21977,1379,219770,0.000137,6.762,-0.196,1920,1261.797,215.01
2024-12-14 06:55:12,0,138,21977,1389,219770,0.000138,6.718,-1.312,1920,1263.317,216.27
2024-12-14 06:55:13,0,139,21977,1399,219770,0.000139,6.853,0.192,1920,1258.631,217.53
2024-12-14 06:55:14,0,140,21977,1409,219770,0.00014,6.694,-0.374,1920,1348.257,218.88
2024-12-14 06:55:16,0,141,21977,1419,219770,0.000141,6.842,0.044,1920,1272.715,220.15
2024-12-14 06:55:17,0,142,21977,1429,219770,0.000142,6.757,-0.678,1920,1289.734,221.44
2024-12-14 06:55:18,0,143,21977,1439,219770,0.000143,6.768,0.744,1920,1271.996,222.71
2024-12-14 06:55:19,0,144,21977,1449,219770,0.000144,6.876,0.013,1920,1277.923,223.99
2024-12-14 06:55:21,0,145,21977,1459,219770,0.000145,6.681,-0.068,1920,1253.008,225.25
2024-12-14 06:55:23,0,146,21977,1469,219770,0.000146,6.708,0.357,1920,2587.960,227.83
2024-12-14 06:55:25,0,147,21977,1479,219770,0.000147,6.823,1.302,1920,1296.449,229.13
2024-12-14 06:55:26,0,148,21977,1489,219770,0.000148,6.655,0.868,1920,1269.074,230.4
2024-12-14 06:55:27,0,149,21977,1499,219770,0.000149,6.718,0.905,1920,1241.969,231.64
2024-12-14 06:55:29,0,150,21977,1509,219770,0.00015,6.820,-0.292,1920,1992.987,233.63
2024-12-14 06:55:30,0,151,21977,1519,219770,0.000151,6.924,0.092,1920,1279.830,234.91
2024-12-14 06:55:32,0,152,21977,1529,219770,0.000152,6.859,0.328,1920,1260.854,236.17
2024-12-14 06:55:33,0,153,21977,1539,219770,0.000153,6.840,0.110,1920,1289.680,237.46
2024-12-14 06:55:34,0,154,21977,1549,219770,0.000154,6.552,0.135,1920,1258.669,238.72
2024-12-14 06:55:35,0,155,21977,1559,219770,0.000155,6.794,0.703,1920,1275.458,240.0
2024-12-14 06:55:37,0,156,21977,1569,219770,0.000156,6.719,-0.381,1920,1277.942,241.28
2024-12-14 06:55:38,0,157,21977,1579,219770,0.000157,6.604,0.315,1920,1273.840,242.55
2024-12-14 06:55:39,0,158,21977,1589,219770,0.000158,6.624,-1.046,1920,1268.944,243.82
2024-12-14 06:55:41,0,159,21977,1599,219770,0.000159,6.649,1.003,1920,1292.632,245.11
2024-12-14 06:55:42,0,160,21977,1609,219770,0.00016,6.724,-0.161,1920,1330.352,246.44
2024-12-14 06:55:43,0,161,21977,1619,219770,0.000161,6.766,2.070,1920,1281.486,247.72
2024-12-14 06:55:44,0,162,21977,1629,219770,0.000162,6.719,0.322,1920,1259.549,248.98
2024-12-14 06:55:46,0,163,21977,1639,219770,0.000163,6.768,-0.867,1920,1273.925,250.26
2024-12-14 06:55:47,0,164,21977,1649,219770,0.000164,6.854,0.083,1920,1252.254,251.51
2024-12-14 06:55:48,0,165,21977,1659,219770,0.000165,6.556,0.386,1920,1275.930,252.79
2024-12-14 06:55:50,0,166,21977,1669,219770,0.000166,6.465,0.203,1920,1266.338,254.05
2024-12-14 06:55:51,0,167,21977,1679,219770,0.000167,6.742,0.831,1920,1269.050,255.32
2024-12-14 06:55:52,0,168,21977,1689,219770,0.000168,6.657,0.291,1920,1273.650,256.59
2024-12-14 06:55:53,0,169,21977,1699,219770,0.000169,6.651,-0.243,1920,1283.955,257.88
2024-12-14 06:55:55,0,170,21977,1709,219770,0.00017,6.618,0.827,1920,1363.708,259.24
2024-12-14 06:55:56,0,171,21977,1719,219770,0.000171,6.531,-0.270,1920,1278.809,260.52
2024-12-14 06:55:57,0,172,21977,1729,219770,0.000172,6.588,0.579,1920,1305.894,261.83
2024-12-14 06:55:59,0,173,21977,1739,219770,0.000173,6.736,0.192,1920,1290.216,263.12
2024-12-14 06:56:00,0,174,21977,1749,219770,0.000174,6.646,0.219,1920,1273.688,264.39
2024-12-14 06:56:01,0,175,21977,1759,219770,0.000175,6.693,0.282,1920,1300.092,265.69
2024-12-14 06:56:02,0,176,21977,1769,219770,0.000176,6.640,-0.651,1920,1279.025,266.97
2024-12-14 06:56:05,0,177,21977,1779,219770,0.000177,6.731,0.057,1920,2410.295,269.38
2024-12-14 06:56:06,0,178,21977,1789,219770,0.000178,6.561,0.433,1920,1261.110,270.64
2024-12-14 06:56:08,0,179,21977,1799,219770,0.000179,6.537,0.429,1920,2396.727,273.04
2024-12-14 06:56:10,0,180,21977,1809,219770,0.00018,6.640,0.373,1920,1352.786,274.39
2024-12-14 06:56:11,0,181,21977,1819,219770,0.000181,6.692,-0.346,1920,1255.966,275.65
2024-12-14 06:56:12,0,182,21977,1829,219770,0.000182,6.604,0.961,1920,1253.648,276.9
2024-12-14 06:56:14,0,183,21977,1839,219770,0.000183,6.460,0.463,1920,1268.351,278.17
2024-12-14 06:56:15,0,184,21977,1849,219770,0.000184,6.506,1.433,1920,1271.627,279.44
2024-12-14 06:56:16,0,185,21977,1859,219770,0.000185,6.499,1.241,1920,1283.032,280.72
2024-12-14 06:56:17,0,186,21977,1869,219770,0.000186,6.521,0.939,1920,1266.708,281.99
2024-12-14 06:56:19,0,187,21977,1879,219770,0.000187,6.375,1.240,1920,1299.791,283.29
2024-12-14 06:56:20,0,188,21977,1889,219770,0.000188,6.600,1.321,1920,1315.358,284.61
2024-12-14 06:56:21,0,189,21977,1899,219770,0.000189,6.680,0.784,1920,1367.780,285.97
2024-12-14 06:56:23,0,190,21977,1909,219770,0.00019,6.467,0.926,1920,1345.838,287.32
2024-12-14 06:56:24,0,191,21977,1919,219770,0.000191,6.542,0.778,1920,1244.116,288.56
2024-12-14 06:56:25,0,192,21977,1929,219770,0.000192,6.336,1.400,1920,1267.813,289.83
2024-12-14 06:56:27,0,193,21977,1939,219770,0.000193,6.520,0.991,1920,1273.628,291.1
2024-12-14 06:56:28,0,194,21977,1949,219770,0.000194,6.362,0.651,1920,1261.464,292.37
2024-12-14 06:56:29,0,195,21977,1959,219770,0.000195,6.434,2.635,1920,1287.236,293.65
2024-12-14 06:56:30,0,196,21977,1969,219770,0.000196,6.370,2.431,1920,1283.002,294.94
2024-12-14 06:56:32,0,197,21977,1979,219770,0.000197,6.568,1.419,1920,1271.626,296.21
2024-12-14 06:56:33,0,198,21977,1989,219770,0.000198,6.482,1.089,1920,1266.994,297.47
2024-12-14 06:56:34,0,199,21977,1999,219770,0.000199,6.381,2.172,1920,1286.994,298.76
2024-12-14 06:56:36,0,200,21977,2009,219770,0.0002,6.239,1.877,1920,1346.152,300.11
2024-12-14 06:56:37,0,201,21977,2019,219770,0.000201,6.290,1.870,1920,1264.850,301.37
2024-12-14 06:56:38,0,202,21977,2029,219770,0.000202,6.274,0.831,1920,1245.376,302.62
2024-12-14 06:56:39,0,203,21977,2039,219770,0.000203,6.345,2.393,1920,1276.977,303.9
2024-12-14 06:56:41,0,204,21977,2049,219770,0.000204,6.325,2.694,1920,1274.731,305.17
2024-12-14 06:56:42,0,205,21977,2059,219770,0.000205,6.342,2.510,1920,1263.281,306.43
2024-12-14 06:56:44,0,206,21977,2069,219770,0.000206,6.229,1.372,1920,2010.148,308.44
2024-12-14 06:56:45,0,207,21977,2079,219770,0.000207,6.146,1.168,1920,1267.379,309.71
2024-12-14 06:56:46,0,208,21977,2089,219770,0.000208,6.235,2.307,1920,1290.041,311.0
2024-12-14 06:56:49,0,209,21977,2099,219770,0.000209,6.451,0.669,1920,2443.565,313.44
2024-12-14 06:56:50,0,210,21977,2109,219770,0.00021,6.271,2.975,1920,1339.586,314.78
2024-12-14 06:56:51,0,211,21977,2119,219770,0.000211,6.200,1.341,1920,1239.321,316.02
2024-12-14 06:56:53,0,212,21977,2129,219770,0.000212,6.438,2.828,1920,1285.550,317.31
2024-12-14 06:56:54,0,213,21977,2139,219770,0.000213,6.191,1.944,1920,1271.607,318.58
2024-12-14 06:56:55,0,214,21977,2149,219770,0.000214,6.099,1.592,1920,1271.810,319.85
2024-12-14 06:56:57,0,215,21977,2159,219770,0.000215,5.999,3.454,1920,1264.596,321.12
2024-12-14 06:56:58,0,216,21977,2169,219770,0.000216,6.325,1.656,1920,1265.021,322.38
2024-12-14 06:56:59,0,217,21977,2179,219770,0.000217,6.080,1.554,1920,1292.383,323.67
2024-12-14 06:57:00,0,218,21977,2189,219770,0.000218,6.222,3.003,1920,1280.026,324.95
2024-12-14 06:57:02,0,219,21977,2199,219770,0.000219,5.959,0.985,1920,1275.349,326.23
2024-12-14 06:57:03,0,220,21977,2209,219770,0.00022,6.058,2.036,1920,1375.950,327.61
2024-12-14 06:57:04,0,221,21977,2219,219770,0.000221,6.111,2.790,1920,1265.173,328.87
2024-12-14 06:57:06,0,222,21977,2229,219770,0.000222,6.110,3.410,1920,1277.443,330.15
2024-12-14 06:57:07,0,223,21977,2239,219770,0.000223,6.155,2.779,1920,1288.290,331.44
2024-12-14 06:57:08,0,224,21977,2249,219770,0.000224,6.303,2.831,1920,1285.818,332.72
2024-12-14 06:57:09,0,225,21977,2259,219770,0.000225,6.103,3.114,1920,1255.346,333.98
2024-12-14 06:57:11,0,226,21977,2269,219770,0.000226,6.010,3.258,1920,1251.262,335.23
2024-12-14 06:57:12,0,227,21977,2279,219770,0.000227,6.098,2.243,1920,1271.882,336.5
2024-12-14 06:57:13,0,228,21977,2289,219770,0.000228,5.913,3.203,1920,1268.502,337.77
2024-12-14 06:57:14,0,229,21977,2299,219770,0.000229,6.003,3.474,1920,1263.695,339.03
2024-12-14 06:57:16,0,230,21977,2309,219770,0.00023,5.840,3.199,1920,1340.874,340.37
2024-12-14 06:57:17,0,231,21977,2319,219770,0.000231,5.767,3.522,1920,1302.371,341.68
2024-12-14 06:57:19,0,232,21977,2329,219770,0.000232,5.847,2.755,1920,1841.896,343.52
2024-12-14 06:57:20,0,233,21977,2339,219770,0.000233,5.843,4.036,1920,1263.644,344.78
2024-12-14 06:57:22,0,234,21977,2349,219770,0.000234,5.859,3.427,1920,1276.358,346.06
2024-12-14 06:57:23,0,235,21977,2359,219770,0.000235,5.730,3.820,1920,1276.661,347.33
2024-12-14 06:57:24,0,236,21977,2369,219770,0.000236,5.814,2.882,1920,1281.873,348.62
2024-12-14 06:57:25,0,237,21977,2379,219770,0.000237,5.854,2.278,1920,1276.314,349.89
2024-12-14 06:57:27,0,238,21977,2389,219770,0.000238,5.724,3.962,1920,1263.184,351.16
2024-12-14 06:57:28,0,239,21977,2399,219770,0.000239,5.789,4.357,1920,1261.149,352.42
2024-12-14 06:57:30,0,240,21977,2409,219770,0.00024,5.757,3.788,1920,2446.375,354.86
2024-12-14 06:57:32,0,241,21977,2419,219770,0.000241,5.647,4.104,1920,1265.083,356.13
2024-12-14 06:57:33,0,242,21977,2429,219770,0.000242,5.726,3.719,1920,1264.636,357.39
2024-12-14 06:57:34,0,243,21977,2439,219770,0.000243,5.719,4.063,1920,1266.998,358.66
2024-12-14 06:57:35,0,244,21977,2449,219770,0.000244,5.520,4.741,1920,1261.210,359.92
2024-12-14 06:57:37,0,245,21977,2459,219770,0.000245,5.565,4.648,1920,1271.151,361.19
2024-12-14 06:57:38,0,246,21977,2469,219770,0.000246,5.515,6.354,1920,1255.175,362.45
2024-12-14 06:57:39,0,247,21977,2479,219770,0.000247,5.625,4.582,1920,1263.740,363.71
2024-12-14 06:57:40,0,248,21977,2489,219770,0.000248,5.405,5.797,1920,1255.744,364.97
2024-12-14 06:57:42,0,249,21977,2499,219770,0.000249,5.487,5.262,1920,1258.204,366.23
2024-12-14 06:57:43,0,250,21977,2509,219770,0.00025,5.402,5.151,1920,1360.077,367.59
2024-12-14 06:57:44,0,251,21977,2519,219770,0.000251,5.322,4.966,1920,1277.123,368.86
2024-12-14 06:57:46,0,252,21977,2529,219770,0.000252,5.380,4.894,1920,1272.536,370.14
2024-12-14 06:57:47,0,253,21977,2539,219770,0.000253,5.313,5.742,1920,1270.593,371.41
2024-12-14 06:57:48,0,254,21977,2549,219770,0.000254,5.313,4.528,1920,1273.321,372.68
2024-12-14 06:57:49,0,255,21977,2559,219770,0.000255,5.300,5.325,1920,1285.941,373.97
2024-12-14 06:57:51,0,256,21977,2569,219770,0.000256,5.133,5.083,1920,1262.459,375.23
2024-12-14 06:57:52,0,257,21977,2579,219770,0.000257,4.972,5.526,1920,1279.229,376.51
2024-12-14 06:57:53,0,258,21977,2589,219770,0.000258,5.165,5.700,1920,1260.972,377.77
2024-12-14 06:57:55,0,259,21977,2599,219770,0.000259,5.157,3.716,1920,1747.391,379.52
2024-12-14 06:57:56,0,260,21977,2609,219770,0.00026,5.132,5.019,1920,1349.202,380.86
2024-12-14 06:57:58,0,261,21977,2619,219770,0.000261,5.055,5.740,1920,1269.555,382.13
2024-12-14 06:57:59,0,262,21977,2629,219770,0.000262,4.880,5.400,1920,1263.239,383.4
2024-12-14 06:58:00,0,263,21977,2639,219770,0.000263,5.109,4.296,1920,1279.905,384.68
2024-12-14 06:58:01,0,264,21977,2649,219770,0.000264,5.015,5.003,1920,1265.050,385.94
2024-12-14 06:58:03,0,265,21977,2659,219770,0.000265,4.715,5.760,1920,1272.853,387.21
2024-12-14 06:58:04,0,266,21977,2669,219770,0.000266,4.951,4.881,1920,1260.901,388.48
2024-12-14 06:58:05,0,267,21977,2679,219770,0.000267,4.799,4.453,1920,1273.724,389.75
2024-12-14 06:58:06,0,268,21977,2689,219770,0.000268,4.607,6.109,1920,1271.848,391.02
2024-12-14 06:58:08,0,269,21977,2699,219770,0.000269,4.802,4.548,1920,1274.743,392.3
2024-12-14 06:58:09,0,270,21977,2709,219770,0.00027,4.608,5.638,1920,1336.434,393.63
2024-12-14 06:58:11,0,271,21977,2719,219770,0.000271,4.619,6.998,1920,2248.809,395.88
2024-12-14 06:58:13,0,272,21977,2729,219770,0.000272,4.552,6.176,1920,1258.049,397.14
2024-12-14 06:58:14,0,273,21977,2739,219770,0.000273,4.582,4.905,1920,1277.175,398.42
2024-12-14 06:58:15,0,274,21977,2749,219770,0.000274,4.486,5.457,1920,1254.352,399.67
2024-12-14 06:58:16,0,275,21977,2759,219770,0.000275,4.394,5.754,1920,1307.490,400.98
2024-12-14 06:58:18,0,276,21977,2769,219770,0.000276,4.364,5.118,1920,1267.306,402.25
2024-12-14 06:58:19,0,277,21977,2779,219770,0.000277,4.331,5.691,1920,1296.989,403.54
2024-12-14 06:58:20,0,278,21977,2789,219770,0.000278,4.309,4.761,1920,1295.489,404.84
2024-12-14 06:58:22,0,279,21977,2799,219770,0.000279,4.251,5.443,1920,1281.222,406.12
2024-12-14 06:58:23,0,280,21977,2809,219770,0.00028,4.216,5.829,1920,1320.392,407.44
2024-12-14 06:58:24,0,281,21977,2819,219770,0.000281,4.166,4.894,1920,1258.654,408.7
2024-12-14 06:58:25,0,282,21977,2829,219770,0.000282,4.096,4.844,1920,1280.520,409.98
2024-12-14 06:58:27,0,283,21977,2839,219770,0.000283,3.955,3.684,1920,1792.290,411.77
2024-12-14 06:58:29,0,284,21977,2849,219770,0.000284,3.912,5.377,1920,1308.850,413.08
2024-12-14 06:58:30,0,285,21977,2859,219770,0.000285,3.736,4.503,1920,1257.551,414.34
2024-12-14 06:58:31,0,286,21977,2869,219770,0.000286,3.725,6.639,1920,1266.268,415.6
2024-12-14 06:58:32,0,287,21977,2879,219770,0.000287,3.769,3.623,1920,1244.627,416.85
2024-12-14 06:58:34,0,288,21977,2889,219770,0.000288,3.603,4.888,1920,1289.782,418.14
2024-12-14 06:58:35,0,289,21977,2899,219770,0.000289,3.572,4.259,1920,1281.859,419.42
2024-12-14 06:58:36,0,290,21977,2909,219770,0.00029,3.482,5.416,1920,1330.393,420.75
2024-12-14 06:58:37,0,291,21977,2919,219770,0.000291,3.435,4.231,1920,1273.925,422.02
2024-12-14 06:58:39,0,292,21977,2929,219770,0.000292,3.396,3.675,1920,1269.447,423.29
2024-12-14 06:58:40,0,293,21977,2939,219770,0.000293,3.344,3.711,1920,1262.403,424.56
2024-12-14 06:58:41,0,294,21977,2949,219770,0.000294,3.237,5.592,1920,1265.224,425.82
2024-12-14 06:58:43,0,295,21977,2959,219770,0.000295,3.210,4.563,1920,1266.846,427.09
2024-12-14 06:58:44,0,296,21977,2969,219770,0.000296,3.087,4.227,1920,1270.263,428.36
2024-12-14 06:58:45,0,297,21977,2979,219770,0.000297,3.018,4.500,1920,1258.157,429.62
2024-12-14 06:58:46,0,298,21977,2989,219770,0.000298,3.131,3.725,1920,1267.352,430.88
